,Measurement Basis,TT,TR,RT,RR
0,H,45647,103129,61911,87900
1,D,136939,10827,141859,26085
2,R,98423,50135,152413,18700
3,V,101064,47161,123552,40805
4,A,9889,140258,38693,109067
5,L,48475,101462,29337,115003
