,Measurement Basis,TT,TR,RT,RR
0,H,48686,56916,70362,47297
1,D,96768,938,125541,4965
2,R,42843,65731,90355,34516
3,V,48562,58141,68279,50264
4,A,685,115529,5160,100994
5,L,54859,51201,41208,72444
