Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,48686,56916,70362,47297,119048,104213
1,D,96768,938,125541,4965,222309,5903
2,R,42843,65731,90355,34516,133198,100247
3,V,48562,58141,68279,50264,116841,108405
4,A,685,115529,5160,100994,5845,216523
5,L,54859,51201,41208,72444,96067,123645
