Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,120388,22839,150368,20831,270756,43670
1,D,92951,52804,82228,75012,175179,127816
2,R,118855,26420,146024,24960,264879,51380
3,V,22381,125205,30827,113976,53208,239181
4,A,49925,96117,93454,66323,143379,162440
5,L,24775,122851,28480,117857,53255,240708
