Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,140805,483,175055,895,315860,1378
1,D,72763,72231,85707,71128,158470,143359
2,R,71364,74255,83553,73859,154917,148114
3,V,282,145986,3974,132247,4256,278233
4,A,69530,74667,86711,70558,156241,145225
5,L,71826,73892,86594,70392,158420,144284
