,Measurement Basis,TT,TR,RT,RR
0,H,140805,483,175055,895
1,D,72763,72231,85707,71128
2,R,71364,74255,83553,73859
3,V,282,145986,3974,132247
4,A,69530,74667,86711,70558
5,L,71826,73892,86594,70392
