Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,31935,32850,30359,34619,62294,67469
1,D,39686,25507,52032,12682,91718,38189
2,R,66378,1083,58405,7555,124783,8638
3,V,34642,29996,31938,33211,66580,63207
4,A,25707,37622,12369,52516,38076,90138
5,L,1088,61832,7224,58347,8312,120179
