,Measurement Basis,TT,TR,RT,RR
0,H,52037,22978,60107,20080
1,D,49788,26111,40973,34329
2,R,64391,9026,80991,4651
3,V,19942,60893,27286,43743
4,A,21799,57957,43504,31553
5,L,7286,75087,3610,62044
