Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,52037,22978,60107,20080,112144,43058
1,D,49788,26111,40973,34329,90761,60440
2,R,64391,9026,80991,4651,145382,13677
3,V,19942,60893,27286,43743,47228,104636
4,A,21799,57957,43504,31553,65303,89510
5,L,7286,75087,3610,62044,10896,137131
