,Measurement Basis,TT,TR,RT,RR
0,H,50376,56732,66869,49587
1,D,14159,99401,2776,99535
2,R,83281,18366,83511,38687
3,V,47484,60245,60203,55687
4,A,82423,17170,127915,3005
5,L,15001,97737,48910,65353
