data_dir,C',SB,VV,HH,N
2025-06-23--19h-28m-52s,0.0,32.0,87.0,1.0,120.0
2025-06-23--19h-28m-52s,3.0,32.0,79.0,6.0,120.0
2025-06-23--19h-28m-52s,1.0,30.0,83.0,6.0,120.0
2025-06-23--19h-28m-52s,0.0,35.0,82.0,3.0,120.0
2025-06-23--19h-28m-52s,0.0,29.0,87.0,4.0,120.0
2025-06-23--19h-28m-52s,0.0,27.0,92.0,1.0,120.0
2025-06-23--19h-28m-52s,1.0,34.0,84.0,1.0,120.0
2025-06-23--19h-28m-52s,1.0,33.0,81.0,5.0,120.0
2025-06-23--19h-28m-52s,0.0,25.0,90.0,5.0,120.0
2025-06-23--19h-28m-52s,0.0,32.0,84.0,4.0,120.0
2025-06-23--19h-28m-52s,0.0,29.0,91.0,0.0,120.0
2025-06-23--19h-28m-52s,0.0,28.0,89.0,3.0,120.0
2025-06-23--19h-28m-52s,0.0,35.0,84.0,1.0,120.0
2025-06-23--19h-28m-52s,0.0,35.0,81.0,4.0,120.0
2025-06-23--19h-28m-52s,0.0,28.0,88.0,4.0,120.0
2025-06-23--19h-28m-52s,0.0,29.0,86.0,5.0,120.0
2025-06-23--19h-28m-52s,1.0,32.0,86.0,1.0,120.0
2025-06-23--19h-28m-52s,1.0,32.0,84.0,3.0,120.0
2025-06-23--19h-28m-52s,1.0,31.0,82.0,6.0,120.0
2025-06-23--19h-28m-52s,2.0,32.0,85.0,1.0,120.0
2025-06-23--19h-28m-52s,2.0,33.0,84.0,1.0,120.0
2025-06-23--19h-28m-52s,0.0,28.0,88.0,4.0,120.0
2025-06-23--19h-28m-52s,0.0,29.0,90.0,1.0,120.0
2025-06-23--19h-28m-52s,0.0,39.0,78.0,3.0,120.0
2025-06-23--19h-28m-52s,1.0,25.0,88.0,6.0,120.0
2025-06-23--19h-28m-52s,0.0,29.0,90.0,1.0,120.0
2025-06-23--19h-28m-52s,0.0,37.0,80.0,3.0,120.0
2025-06-23--19h-28m-52s,0.0,30.0,90.0,0.0,120.0
2025-06-23--19h-28m-52s,0.0,30.0,89.0,1.0,120.0
2025-06-23--19h-28m-52s,2.0,26.0,88.0,4.0,120.0
2025-06-23--19h-28m-52s,1.0,37.0,80.0,2.0,120.0
2025-06-23--19h-28m-52s,0.0,30.0,89.0,1.0,120.0
2025-06-23--19h-28m-52s,1.0,36.0,81.0,2.0,120.0
2025-06-23--19h-28m-52s,1.0,22.0,95.0,2.0,120.0
2025-06-23--19h-28m-52s,1.0,35.0,78.0,6.0,120.0
2025-06-23--19h-28m-52s,0.0,25.0,92.0,3.0,120.0
2025-06-23--19h-28m-52s,0.0,27.0,91.0,2.0,120.0
2025-06-23--19h-28m-52s,0.0,27.0,89.0,4.0,120.0
2025-06-23--19h-28m-52s,0.0,22.0,97.0,1.0,120.0
2025-06-23--19h-28m-52s,0.0,24.0,92.0,4.0,120.0
2025-06-23--19h-28m-52s,0.0,40.0,78.0,2.0,120.0
2025-06-23--19h-28m-52s,1.0,27.0,88.0,4.0,120.0
2025-06-23--19h-28m-52s,1.0,31.0,85.0,3.0,120.0
2025-06-23--19h-28m-52s,0.0,24.0,92.0,4.0,120.0
2025-06-23--19h-28m-52s,0.0,36.0,80.0,4.0,120.0
2025-06-23--19h-28m-52s,1.0,32.0,80.0,7.0,120.0
2025-06-23--19h-28m-52s,1.0,43.0,75.0,1.0,120.0
2025-06-23--19h-28m-52s,0.0,41.0,75.0,4.0,120.0
2025-06-23--19h-28m-52s,2.0,26.0,91.0,1.0,120.0
2025-06-23--19h-28m-52s,0.0,24.0,95.0,1.0,120.0
2025-06-23--19h-28m-52s,0.0,29.0,89.0,2.0,120.0
2025-06-23--19h-28m-52s,1.0,29.0,87.0,3.0,120.0
2025-06-23--19h-28m-52s,0.0,30.0,88.0,2.0,120.0
2025-06-23--19h-28m-52s,0.0,27.0,88.0,5.0,120.0
2025-06-23--19h-28m-52s,0.0,27.0,92.0,1.0,120.0
2025-06-23--19h-28m-52s,1.0,22.0,87.0,10.0,120.0
2025-06-23--19h-28m-52s,1.0,26.0,92.0,1.0,120.0
2025-06-23--19h-28m-52s,0.0,33.0,80.0,7.0,120.0
2025-06-23--19h-28m-52s,1.0,23.0,93.0,3.0,120.0
2025-06-23--19h-28m-52s,0.0,28.0,89.0,3.0,120.0
2025-06-23--19h-28m-52s,0.0,33.0,84.0,3.0,120.0
