,Measurement Basis,TT,TR,RT,RR
0,H,99608,45203,127553,37971
1,D,132994,10870,138577,29559
2,R,96276,50930,145507,24835
3,V,44901,102378,59079,90216
4,A,9692,138225,38377,108787
5,L,48881,98025,29853,114670
