Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,32109,32485,33061,32632,65170,65117
1,D,39811,25459,53382,12095,93193,37554
2,R,1163,62171,8036,57545,9199,119716
3,V,34223,31054,34564,30247,68787,61301
4,A,26311,37508,12079,53426,38390,90934
5,L,64892,1178,57310,7703,122202,8881
