,Measurement Basis,TT,TR,RT,RR
0,H,17781,91813,19384,83182
1,D,44693,66194,33086,73544
2,R,94926,18244,98730,22619
3,V,94741,17084,105181,18025
4,A,67453,43004,96452,24144
5,L,18554,90464,33057,74529
