Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,68911,55968,68161,47949,137072,103917
1,D,90109,34726,65018,51023,155127,85749
2,R,117967,7783,132711,1411,250678,9194
3,V,56086,69479,65655,50718,121741,120197
4,A,33668,91737,67306,49602,100974,141339
5,L,7362,117796,678,99557,8040,217353
