,Measurement Basis,TT,TR,RT,RR
0,H,68911,55968,68161,47949
1,D,90109,34726,65018,51023
2,R,117967,7783,132711,1411
3,V,56086,69479,65655,50718
4,A,33668,91737,67306,49602
5,L,7362,117796,678,99557
