Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,72462,12740,70225,12066,142687,24806
1,D,23780,62545,13299,55099,37079,117644
2,R,64259,21185,52820,26300,117079,47485
3,V,11937,74184,12755,54671,24692,128855
4,A,59677,24527,69987,12066,129664,36593
5,L,20060,65262,30318,42305,50378,107567
