Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,32254,32217,33413,31643,65667,63860
1,D,64952,1294,56915,8022,121867,9316
2,R,40443,24907,53338,12042,93781,36949
3,V,34096,30631,33601,30919,67697,61550
4,A,1132,61251,7751,58355,8883,119606
5,L,26122,38240,11800,54517,37922,92757
