,Measurement Basis,TT,TR,RT,RR
0,H,50861,56110,68075,49501
1,D,35778,74499,19733,86448
2,R,96641,2797,112737,16229
3,V,47556,60969,61210,55186
4,A,61513,43052,111523,16314
5,L,2028,112589,19655,86367
