Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,40095,37538,46034,31752,86129,69290
1,D,57243,16378,51646,28224,108889,44602
2,R,64371,9642,87313,1736,151684,11378
3,V,32278,46275,44267,33547,76545,79822
4,A,13813,67307,36080,39724,49893,107031
5,L,8037,73982,1172,65437,9209,139419
