,Measurement Basis,TT,TR,RT,RR
0,H,33292,28755,28435,27087
1,D,62451,1284,55388,1123
2,R,24921,36591,35342,21402
3,V,30323,31283,31101,25047
4,A,1185,58801,1320,54524
5,L,38623,23456,21825,34080
