angle,singles,coincidences
0.0,1221,16
9.0,2668,305
18.0,7660,1305
27.0,13600,2648
36.0,18521,3708
45.0,20431,4158
54.0,19747,4018
63.0,15396,2991
72.0,9437,1587
81.0,3920,518
90.0,1369,17
99.0,2804,295
108.0,7580,1251
117.0,13521,2543
126.0,18430,3680
135.0,21073,4193
144.0,19374,3888
153.0,15258,2977
162.0,9275,1722
171.0,4013,530
180.0,1146,14
