,position,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,TT,RT,TR,RR,read_time
0,6.27,0,107087,0,191,0,0,0,0,0,102242,0,6636,0,0,0,0,0,5,1211,20665,1
1,6.67,0,106815,0,174,0,0,0,0,0,102566,0,6634,0,0,0,0,0,2,1185,20552,1
2,7.07,0,107133,0,152,0,0,0,0,0,102689,0,6604,0,0,0,0,0,5,1241,20781,1
3,7.47,0,107703,0,175,0,0,0,0,0,103153,0,6636,0,0,0,0,1,5,1234,21026,1
4,7.87,0,107931,0,172,0,0,0,0,0,103750,0,6595,0,0,0,0,0,6,1176,20648,1
5,8.27,0,106765,0,152,0,0,0,0,0,103567,0,6606,0,0,0,0,0,3,1195,20989,1
6,8.67,0,108033,0,181,0,0,0,0,0,103375,0,6664,0,0,0,0,0,5,1236,21103,1
7,9.07,0,107666,0,187,0,0,0,0,0,103845,0,6650,0,0,0,0,0,3,1198,20991,1
8,9.47,0,107154,0,173,0,0,0,0,0,103538,0,6677,0,0,0,0,1,9,1131,20190,1
9,9.87,0,102315,0,179,0,0,0,0,0,99125,0,6753,0,0,0,0,0,5,643,11304,1
10,9.97,0,100751,0,187,0,0,0,0,0,96978,0,6557,0,0,0,0,0,2,500,7958,1
11,10.07,0,98671,0,177,0,0,0,0,0,95549,0,6740,0,0,0,0,0,3,248,4417,1
12,10.17,0,97095,0,158,0,0,0,0,0,93726,0,6546,0,0,0,0,0,2,94,1963,1
13,10.27,0,96979,0,176,0,0,0,0,0,94568,0,6683,0,0,0,0,0,4,15,769,1
14,10.37,0,97652,0,184,0,0,0,0,0,94139,0,6493,0,0,0,0,0,2,40,1236,1
15,10.47,0,98078,0,167,0,0,0,0,0,95126,0,6497,0,0,0,0,0,3,158,3145,1
16,10.57,0,99327,0,181,0,0,0,0,0,96666,0,6664,0,0,0,0,0,4,358,6181,1
17,10.67,0,101565,0,200,0,0,0,0,0,98635,0,6563,0,0,0,0,0,4,539,9712,1
18,10.77,0,102977,0,158,0,0,0,0,0,100240,0,6636,0,0,0,0,1,6,757,12886,1
19,11.07,0,106453,0,169,0,0,0,0,0,103402,0,6659,0,0,0,0,0,4,1085,19058,1
20,11.47,0,107675,0,145,0,0,0,0,0,104763,0,6729,0,0,0,0,0,2,1196,20971,1
21,11.87,0,107167,0,173,0,0,0,0,0,102989,0,6654,0,0,0,0,0,4,1144,20692,1
22,12.27,0,107099,0,157,0,0,0,0,0,103799,0,6612,0,0,0,0,0,4,1195,20855,1
23,12.67,0,107040,0,164,0,0,0,0,0,103700,0,6521,0,0,0,0,0,5,1215,20971,1
24,13.07,0,108222,0,202,0,0,0,0,0,104246,0,6703,0,0,0,0,1,6,1210,20980,1
25,13.47,0,107715,0,195,0,0,0,0,0,104405,0,6688,0,0,0,0,1,5,1220,20988,1
26,13.87,0,107876,0,166,0,0,0,0,0,104051,0,6548,0,0,0,0,0,7,1159,21135,1
27,14.27,0,107610,0,181,0,0,0,0,0,104157,0,6589,0,0,0,0,0,2,1226,21087,1
