,Measurement Basis,TT,TR,RT,RR
0,H,93410,17941,112119,14825
1,D,93783,17701,93527,29371
2,R,67052,44823,93301,30828
3,V,17964,92935,21974,86813
4,A,17813,92869,32467,80845
5,L,45963,67004,31897,81616
