Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,93410,17941,112119,14825,205529,32766
1,D,93783,17701,93527,29371,187310,47072
2,R,67052,44823,93301,30828,160353,75651
3,V,17964,92935,21974,86813,39938,179748
4,A,17813,92869,32467,80845,50280,173714
5,L,45963,67004,31897,81616,77860,148620
