,Measurement Basis,TT,TR,RT,RR
0,H,88571,1117,87130,925
1,D,44380,44840,40849,35443
2,R,45016,44921,40290,36112
3,V,834,87344,418,63820
4,A,44201,43755,43520,33468
5,L,43508,44097,42245,34332
