Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,88571,1117,87130,925,175701,2042
1,D,44380,44840,40849,35443,85229,80283
2,R,45016,44921,40290,36112,85306,81033
3,V,834,87344,418,63820,1252,151164
4,A,44201,43755,43520,33468,87721,77223
5,L,43508,44097,42245,34332,85753,78429
