Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,68335,5090,78685,5135,147020,10225
1,D,43758,34826,39445,34344,83203,69170
2,R,52291,25998,60333,19457,112624,45455
3,V,4442,80348,6409,57918,10851,138266
4,A,28548,51166,42166,31336,70714,82502
5,L,21272,60227,20712,48230,41984,108457
