,Measurement Basis,TT,TR,RT,RR
0,H,73012,412,83840,1128
1,D,35788,43008,38817,34323
2,R,36698,43422,39171,34700
3,V,269,84724,588,61076
4,A,36586,42905,41800,32548
5,L,36198,43602,41192,32888
