,position,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,TT,read_time
0,7.95,0,0,0,99341,0,0,0,0,0,0,0,102518,0,0,0,0,21116,2
1,8.35,0,0,0,98405,0,0,0,0,0,0,0,102245,0,0,0,0,21106,2
2,8.75,0,0,0,99578,0,0,0,0,0,0,0,102433,0,0,0,0,21364,2
3,9.15,0,0,0,98265,0,0,0,0,0,0,0,101064,0,0,0,0,19456,2
4,9.55,0,0,0,94576,0,0,0,0,0,0,0,96388,0,0,0,0,10196,2
5,9.75,0,0,0,91450,0,0,0,0,0,0,0,92951,0,0,0,0,3171,2
6,9.8,0,0,0,90734,0,0,0,0,0,0,0,92330,0,0,0,0,1839,2
7,9.85,0,0,0,89562,0,0,0,0,0,0,0,91264,0,0,0,0,937,2
8,9.9,0,0,0,89574,0,0,0,0,0,0,0,91253,0,0,0,0,365,2
9,9.95,0,0,0,89451,0,0,0,0,0,0,0,91445,0,0,0,0,226,2
10,10.0,0,0,0,89991,0,0,0,0,0,0,0,91095,0,0,0,0,456,2
11,10.05,0,0,0,90027,0,0,0,0,0,0,0,91862,0,0,0,0,1148,2
12,10.1,0,0,0,89926,0,0,0,0,0,0,0,92248,0,0,0,0,2164,2
13,10.15,0,0,0,91218,0,0,0,0,0,0,0,93045,0,0,0,0,3456,2
14,10.35,0,0,0,94664,0,0,0,0,0,0,0,96654,0,0,0,0,10235,2
15,10.75,0,0,0,100059,0,0,0,0,0,0,0,101401,0,0,0,0,19618,2
16,11.15,0,0,0,100212,0,0,0,0,0,0,0,102004,0,0,0,0,21162,2
17,11.55,0,0,0,100411,0,0,0,0,0,0,0,101276,0,0,0,0,21180,2
18,11.95,0,0,0,100693,0,0,0,0,0,0,0,101359,0,0,0,0,21050,2
