,position,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,TT,read_time
0,7.95,0,0,0,107020,0,0,0,0,0,0,0,108560,0,0,0,0,24692,2
1,8.35,0,0,0,107513,0,0,0,0,0,0,0,108791,0,0,0,0,24712,2
2,8.75,0,0,0,107769,0,0,0,0,0,0,0,109132,0,0,0,0,25027,2
3,9.15,0,0,0,108006,0,0,0,0,0,0,0,107402,0,0,0,0,23136,2
4,9.55,0,0,0,101917,0,0,0,0,0,0,0,101997,0,0,0,0,11992,2
5,9.75,0,0,0,98008,0,0,0,0,0,0,0,97556,0,0,0,0,3801,2
6,9.8,0,0,0,97508,0,0,0,0,0,0,0,96831,0,0,0,0,2380,2
7,9.85,0,0,0,96438,0,0,0,0,0,0,0,96564,0,0,0,0,1267,2
8,9.9,0,0,0,96418,0,0,0,0,0,0,0,95967,0,0,0,0,634,2
9,9.95,0,0,0,95639,0,0,0,0,0,0,0,96278,0,0,0,0,459,2
10,10.0,0,0,0,96890,0,0,0,0,0,0,0,96520,0,0,0,0,790,2
11,10.05,0,0,0,97072,0,0,0,0,0,0,0,96302,0,0,0,0,1614,2
12,10.1,0,0,0,97829,0,0,0,0,0,0,0,97234,0,0,0,0,2837,2
13,10.15,0,0,0,98350,0,0,0,0,0,0,0,97899,0,0,0,0,4509,2
14,10.35,0,0,0,101760,0,0,0,0,0,0,0,101451,0,0,0,0,12236,2
15,10.75,0,0,0,108238,0,0,0,0,0,0,0,107061,0,0,0,0,23021,2
16,11.15,0,0,0,108763,0,0,0,0,0,0,0,108268,0,0,0,0,24830,2
17,11.55,0,0,0,109689,0,0,0,0,0,0,0,108033,0,0,0,0,24893,2
18,11.95,0,0,0,109150,0,0,0,0,0,0,0,107860,0,0,0,0,24684,2
