Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,99608,45203,127553,37971,227161,83174
1,D,132994,10870,138577,29559,271571,40429
2,R,96276,50930,145507,24835,241783,75765
3,V,44901,102378,59079,90216,103980,192594
4,A,9692,138225,38377,108787,48069,247012
5,L,48881,98025,29853,114670,78734,212695
