theta,delta_phi,psi_hwp_a,psi_qwp_a,psi_hwp_b,psi_qwp_b,measurement_time,power,temperature
0.7853981633974483,1.1780972450961724,13.52503267170461,22.05558247447343,12.619485228484606,2.8852544992140934,2,10,32.7C
