Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,12449,66253,15473,54272,27922,120525
1,D,60074,12027,69207,16627,129281,28654
2,R,43348,30373,71200,14767,114548,45140
3,V,56850,14421,76997,9984,133847,24405
4,A,9909,69140,23623,50161,33532,119301
5,L,26557,50967,22465,51051,49022,102018
