Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,136942,6456,168880,6476,305822,12932
1,D,73874,72780,72590,83638,146464,156418
2,R,99963,46907,113981,51362,213944,98269
3,V,5851,142002,10617,128783,16468,270785
4,A,69087,76194,102368,58918,171455,135112
5,L,44178,102783,59179,93896,103357,196679
