,position,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,TT,read_time
0,6.0,0,0,0,440693,0,0,0,0,0,0,0,473399,0,0,0,0,13,2
1,6.5,0,0,0,438631,0,0,0,0,0,0,0,470776,0,0,0,0,18,2
2,7.0,0,0,0,438999,0,0,0,0,0,0,0,470809,0,0,0,0,19,2
3,7.5,0,0,0,440011,0,0,0,0,0,0,0,469663,0,0,0,0,21,2
4,8.0,0,0,0,441682,0,0,0,0,0,0,0,471109,0,0,0,0,34,2
5,8.5,0,0,0,440468,0,0,0,0,0,0,0,470376,0,0,0,0,20,2
6,9.0,0,0,0,449146,0,0,0,0,0,0,0,464004,0,0,0,0,24,2
7,9.5,0,0,0,425194,0,0,0,0,0,0,0,441614,0,0,0,0,19,2
8,10.0,0,0,0,393755,0,0,0,0,0,0,0,415038,0,0,0,0,11,2
9,10.5,0,0,0,422887,0,0,0,0,0,0,0,443913,0,0,0,0,13,2
10,11.0,0,0,0,441264,0,0,0,0,0,0,0,464599,0,0,0,0,19,2
11,11.5,0,0,0,446099,0,0,0,0,0,0,0,468479,0,0,0,0,22,2
12,12.0,0,0,0,446448,0,0,0,0,0,0,0,468130,0,0,0,0,23,2
13,12.5,0,0,0,445573,0,0,0,0,0,0,0,464900,0,0,0,0,20,2
14,13.0,0,0,0,447251,0,0,0,0,0,0,0,464998,0,0,0,0,14,2
15,13.5,0,0,0,447128,0,0,0,0,0,0,0,465368,0,0,0,0,20,2
