,position,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,TT,read_time
0,6.0,0,0,0,440191,0,0,0,0,0,0,0,472822,0,0,0,0,119912,2
1,6.5,0,0,0,440653,0,0,0,0,0,0,0,472671,0,0,0,0,119721,2
2,7.0,0,0,0,441696,0,0,0,0,0,0,0,472592,0,0,0,0,120269,2
3,7.5,0,0,0,440225,0,0,0,0,0,0,0,474902,0,0,0,0,120133,2
4,8.0,0,0,0,441387,0,0,0,0,0,0,0,471859,0,0,0,0,120341,2
5,8.5,0,0,0,443303,0,0,0,0,0,0,0,475113,0,0,0,0,121171,2
6,9.0,0,0,0,439908,0,0,0,0,0,0,0,474610,0,0,0,0,118983,2
7,9.5,0,0,0,425406,0,0,0,0,0,0,0,446823,0,0,0,0,76949,2
8,10.0,0,0,0,396373,0,0,0,0,0,0,0,414199,0,0,0,0,17212,2
9,10.5,0,0,0,424047,0,0,0,0,0,0,0,446314,0,0,0,0,73101,2
10,11.0,0,0,0,446874,0,0,0,0,0,0,0,469502,0,0,0,0,117972,2
11,11.5,0,0,0,447144,0,0,0,0,0,0,0,469576,0,0,0,0,120627,2
12,12.0,0,0,0,448395,0,0,0,0,0,0,0,469606,0,0,0,0,121110,2
13,12.5,0,0,0,449390,0,0,0,0,0,0,0,469081,0,0,0,0,121494,2
14,13.0,0,0,0,449428,0,0,0,0,0,0,0,468515,0,0,0,0,121582,2
15,13.5,0,0,0,449566,0,0,0,0,0,0,0,467322,0,0,0,0,120816,2
