,position,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,TT,read_time
0,3.94,0,0,0,77689,0,0,0,0,0,0,0,80737,0,0,0,0,16604,4
1,4.14,0,0,0,77558,0,0,0,0,0,0,0,80690,0,0,0,0,16484,4
2,4.34,0,0,0,77918,0,0,0,0,0,0,0,81079,0,0,0,0,16778,4
3,4.54,0,0,0,78068,0,0,0,0,0,0,0,80730,0,0,0,0,16810,4
4,4.74,0,0,0,78215,0,0,0,0,0,0,0,80842,0,0,0,0,16767,4
5,4.94,0,0,0,77700,0,0,0,0,0,0,0,81079,0,0,0,0,16666,4
6,5.14,0,0,0,78078,0,0,0,0,0,0,0,80939,0,0,0,0,16828,4
7,5.34,0,0,0,78499,0,0,0,0,0,0,0,81349,0,0,0,0,16688,4
8,5.54,0,0,0,78899,0,0,0,0,0,0,0,81006,0,0,0,0,17091,4
9,5.74,0,0,0,78125,0,0,0,0,0,0,0,81073,0,0,0,0,16901,4
10,5.94,0,0,0,78082,0,0,0,0,0,0,0,81352,0,0,0,0,17072,4
11,6.14,0,0,0,78526,0,0,0,0,0,0,0,81453,0,0,0,0,17005,4
12,6.34,0,0,0,78107,0,0,0,0,0,0,0,81223,0,0,0,0,16646,4
13,6.54,0,0,0,78687,0,0,0,0,0,0,0,80815,0,0,0,0,16763,4
14,6.74,0,0,0,79122,0,0,0,0,0,0,0,81653,0,0,0,0,16868,4
15,6.94,0,0,0,79192,0,0,0,0,0,0,0,81335,0,0,0,0,16811,4
16,7.14,0,0,0,79173,0,0,0,0,0,0,0,81358,0,0,0,0,16927,4
17,7.34,0,0,0,78937,0,0,0,0,0,0,0,81861,0,0,0,0,17064,4
18,7.54,0,0,0,79521,0,0,0,0,0,0,0,80632,0,0,0,0,17090,4
19,7.74,0,0,0,79387,0,0,0,0,0,0,0,80905,0,0,0,0,16866,4
20,7.94,0,0,0,79490,0,0,0,0,0,0,0,80892,0,0,0,0,16935,4
21,8.14,0,0,0,79767,0,0,0,0,0,0,0,81617,0,0,0,0,17314,4
22,8.34,0,0,0,79260,0,0,0,0,0,0,0,81312,0,0,0,0,17209,4
23,8.54,0,0,0,79884,0,0,0,0,0,0,0,80977,0,0,0,0,17294,4
24,8.74,0,0,0,79654,0,0,0,0,0,0,0,80875,0,0,0,0,16959,4
25,8.94,0,0,0,79364,0,0,0,0,0,0,0,80533,0,0,0,0,16896,4
26,9.14,0,0,0,79309,0,0,0,0,0,0,0,80621,0,0,0,0,16109,4
27,9.34,0,0,0,77960,0,0,0,0,0,0,0,79061,0,0,0,0,12986,4
28,9.44,0,0,0,76569,0,0,0,0,0,0,0,78006,0,0,0,0,11035,4
29,9.49,0,0,0,76126,0,0,0,0,0,0,0,77012,0,0,0,0,9533,4
30,9.54,0,0,0,75263,0,0,0,0,0,0,0,76229,0,0,0,0,7796,4
31,9.59,0,0,0,74682,0,0,0,0,0,0,0,75524,0,0,0,0,6496,4
