,position,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,TT,read_time
0,8.0,0,0,0,442755,0,0,0,0,0,0,0,473033,0,0,0,0,112279,2
1,8.1,0,0,0,449027,0,0,0,0,0,0,0,470331,0,0,0,0,113525,2
2,8.2,0,0,0,448421,0,0,0,0,0,0,0,470453,0,0,0,0,113309,2
3,8.3,0,0,0,444664,0,0,0,0,0,0,0,474797,0,0,0,0,112801,2
4,8.4,0,0,0,448448,0,0,0,0,0,0,0,470095,0,0,0,0,113106,2
5,8.5,0,0,0,449275,0,0,0,0,0,0,0,472177,0,0,0,0,113994,2
6,8.6,0,0,0,448230,0,0,0,0,0,0,0,470462,0,0,0,0,113729,2
7,8.7,0,0,0,448633,0,0,0,0,0,0,0,470565,0,0,0,0,113571,2
8,8.8,0,0,0,445035,0,0,0,0,0,0,0,473793,0,0,0,0,113151,2
9,8.9,0,0,0,444129,0,0,0,0,0,0,0,473757,0,0,0,0,112097,2
10,9.0,0,0,0,443671,0,0,0,0,0,0,0,470828,0,0,0,0,111262,2
11,9.1,0,0,0,442171,0,0,0,0,0,0,0,467077,0,0,0,0,106842,2
12,9.2,0,0,0,442674,0,0,0,0,0,0,0,464726,0,0,0,0,102358,2
13,9.3,0,0,0,439634,0,0,0,0,0,0,0,463550,0,0,0,0,95113,2
14,9.4,0,0,0,431810,0,0,0,0,0,0,0,455204,0,0,0,0,83072,2
15,9.5,0,0,0,425993,0,0,0,0,0,0,0,446727,0,0,0,0,68129,2
16,9.6,0,0,0,418021,0,0,0,0,0,0,0,437992,0,0,0,0,51040,2
17,9.7,0,0,0,408333,0,0,0,0,0,0,0,428100,0,0,0,0,34181,2
18,9.8,0,0,0,401243,0,0,0,0,0,0,0,420629,0,0,0,0,18609,2
19,9.9,0,0,0,398064,0,0,0,0,0,0,0,414880,0,0,0,0,8469,2
20,10.0,0,0,0,394650,0,0,0,0,0,0,0,411851,0,0,0,0,3854,2
21,10.1,0,0,0,397374,0,0,0,0,0,0,0,414004,0,0,0,0,6963,2
22,10.2,0,0,0,400994,0,0,0,0,0,0,0,418663,0,0,0,0,16283,2
23,10.3,0,0,0,408538,0,0,0,0,0,0,0,427648,0,0,0,0,31322,2
24,10.4,0,0,0,416231,0,0,0,0,0,0,0,434312,0,0,0,0,47459,2
25,10.5,0,0,0,422519,0,0,0,0,0,0,0,443332,0,0,0,0,64168,2
26,10.6,0,0,0,430834,0,0,0,0,0,0,0,450875,0,0,0,0,79153,2
27,10.7,0,0,0,435952,0,0,0,0,0,0,0,458630,0,0,0,0,91389,2
28,10.8,0,0,0,440819,0,0,0,0,0,0,0,463307,0,0,0,0,100585,2
29,10.9,0,0,0,444709,0,0,0,0,0,0,0,466789,0,0,0,0,106393,2
30,11.0,0,0,0,446661,0,0,0,0,0,0,0,467787,0,0,0,0,109956,2
31,11.1,0,0,0,446422,0,0,0,0,0,0,0,469270,0,0,0,0,111943,2
32,11.2,0,0,0,446316,0,0,0,0,0,0,0,470128,0,0,0,0,112258,2
33,11.3,0,0,0,447378,0,0,0,0,0,0,0,468710,0,0,0,0,112488,2
34,11.4,0,0,0,448154,0,0,0,0,0,0,0,468474,0,0,0,0,112427,2
35,11.5,0,0,0,447567,0,0,0,0,0,0,0,470306,0,0,0,0,112649,2
36,11.6,0,0,0,448208,0,0,0,0,0,0,0,468953,0,0,0,0,112853,2
37,11.7,0,0,0,448488,0,0,0,0,0,0,0,467980,0,0,0,0,112954,2
38,11.8,0,0,0,449238,0,0,0,0,0,0,0,470003,0,0,0,0,113240,2
39,11.9,0,0,0,446998,0,0,0,0,0,0,0,468887,0,0,0,0,112397,2
