,position,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,TT,read_time
0,8.0,0,0,0,446370,0,0,0,0,0,0,0,468896,0,0,0,0,120595,2
1,8.1,0,0,0,447753,0,0,0,0,0,0,0,468395,0,0,0,0,120917,2
2,8.2,0,0,0,448331,0,0,0,0,0,0,0,469737,0,0,0,0,121126,2
3,8.3,0,0,0,441274,0,0,0,0,0,0,0,474614,0,0,0,0,120809,2
4,8.4,0,0,0,446192,0,0,0,0,0,0,0,472515,0,0,0,0,120118,2
5,8.5,0,0,0,446015,0,0,0,0,0,0,0,471710,0,0,0,0,121908,2
6,8.6,0,0,0,445062,0,0,0,0,0,0,0,469728,0,0,0,0,121009,2
7,8.7,0,0,0,443800,0,0,0,0,0,0,0,472809,0,0,0,0,121190,2
8,8.8,0,0,0,440886,0,0,0,0,0,0,0,475483,0,0,0,0,121208,2
9,8.9,0,0,0,441285,0,0,0,0,0,0,0,476386,0,0,0,0,120372,2
10,9.0,0,0,0,442266,0,0,0,0,0,0,0,475882,0,0,0,0,119068,2
11,9.1,0,0,0,446695,0,0,0,0,0,0,0,464915,0,0,0,0,115591,2
12,9.2,0,0,0,438389,0,0,0,0,0,0,0,469847,0,0,0,0,111785,2
13,9.3,0,0,0,436686,0,0,0,0,0,0,0,463135,0,0,0,0,103103,2
14,9.4,0,0,0,428065,0,0,0,0,0,0,0,460239,0,0,0,0,91903,2
15,9.5,0,0,0,426665,0,0,0,0,0,0,0,450250,0,0,0,0,77968,2
16,9.6,0,0,0,415101,0,0,0,0,0,0,0,442318,0,0,0,0,62018,2
17,9.7,0,0,0,406039,0,0,0,0,0,0,0,433626,0,0,0,0,46387,2
18,9.8,0,0,0,400976,0,0,0,0,0,0,0,423567,0,0,0,0,31627,2
19,9.9,0,0,0,396907,0,0,0,0,0,0,0,419993,0,0,0,0,21776,2
20,10.0,0,0,0,395806,0,0,0,0,0,0,0,417362,0,0,0,0,17304,2
21,10.1,0,0,0,397686,0,0,0,0,0,0,0,418393,0,0,0,0,19799,2
22,10.2,0,0,0,402218,0,0,0,0,0,0,0,421564,0,0,0,0,28029,2
23,10.3,0,0,0,409138,0,0,0,0,0,0,0,426559,0,0,0,0,42050,2
24,10.4,0,0,0,417216,0,0,0,0,0,0,0,438469,0,0,0,0,58313,2
25,10.5,0,0,0,422959,0,0,0,0,0,0,0,443473,0,0,0,0,73292,2
26,10.6,0,0,0,429557,0,0,0,0,0,0,0,451549,0,0,0,0,87676,2
27,10.7,0,0,0,436964,0,0,0,0,0,0,0,458297,0,0,0,0,99807,2
28,10.8,0,0,0,441395,0,0,0,0,0,0,0,463245,0,0,0,0,108794,2
29,10.9,0,0,0,443303,0,0,0,0,0,0,0,465641,0,0,0,0,113741,2
30,11.0,0,0,0,446089,0,0,0,0,0,0,0,468691,0,0,0,0,117646,2
31,11.1,0,0,0,447794,0,0,0,0,0,0,0,469596,0,0,0,0,120271,2
32,11.2,0,0,0,449097,0,0,0,0,0,0,0,470931,0,0,0,0,120996,2
33,11.3,0,0,0,447884,0,0,0,0,0,0,0,468644,0,0,0,0,121044,2
34,11.4,0,0,0,448163,0,0,0,0,0,0,0,470697,0,0,0,0,121644,2
35,11.5,0,0,0,447843,0,0,0,0,0,0,0,468435,0,0,0,0,120731,2
36,11.6,0,0,0,448222,0,0,0,0,0,0,0,470040,0,0,0,0,120926,2
37,11.7,0,0,0,446998,0,0,0,0,0,0,0,468235,0,0,0,0,120867,2
38,11.8,0,0,0,447030,0,0,0,0,0,0,0,468664,0,0,0,0,120971,2
39,11.9,0,0,0,449399,0,0,0,0,0,0,0,469339,0,0,0,0,121260,2
