,position,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,TT,read_time
0,8.0,0,0,0,442287,0,0,0,0,0,0,0,471118,0,0,0,0,114207,2
1,8.1,0,0,0,439998,0,0,0,0,0,0,0,469745,0,0,0,0,113769,2
2,8.2,0,0,0,442452,0,0,0,0,0,0,0,472878,0,0,0,0,114384,2
3,8.3,0,0,0,441147,0,0,0,0,0,0,0,471536,0,0,0,0,114134,2
4,8.4,0,0,0,444735,0,0,0,0,0,0,0,469697,0,0,0,0,113938,2
5,8.5,0,0,0,444515,0,0,0,0,0,0,0,473146,0,0,0,0,113811,2
6,8.6,0,0,0,441861,0,0,0,0,0,0,0,473596,0,0,0,0,113877,2
7,8.7,0,0,0,440331,0,0,0,0,0,0,0,472180,0,0,0,0,113633,2
8,8.8,0,0,0,445534,0,0,0,0,0,0,0,468142,0,0,0,0,114283,2
9,8.9,0,0,0,445523,0,0,0,0,0,0,0,469397,0,0,0,0,114176,2
10,9.0,0,0,0,446256,0,0,0,0,0,0,0,468708,0,0,0,0,112772,2
11,9.1,0,0,0,442785,0,0,0,0,0,0,0,466486,0,0,0,0,109112,2
12,9.2,0,0,0,441233,0,0,0,0,0,0,0,462180,0,0,0,0,103765,2
13,9.3,0,0,0,436358,0,0,0,0,0,0,0,462076,0,0,0,0,96243,2
14,9.4,0,0,0,431966,0,0,0,0,0,0,0,453138,0,0,0,0,83758,2
15,9.5,0,0,0,425808,0,0,0,0,0,0,0,443830,0,0,0,0,69246,2
16,9.6,0,0,0,415811,0,0,0,0,0,0,0,435207,0,0,0,0,51630,2
17,9.7,0,0,0,406943,0,0,0,0,0,0,0,426278,0,0,0,0,34841,2
18,9.8,0,0,0,399514,0,0,0,0,0,0,0,419083,0,0,0,0,19513,2
19,9.9,0,0,0,395752,0,0,0,0,0,0,0,412556,0,0,0,0,8960,2
20,10.0,0,0,0,393591,0,0,0,0,0,0,0,411498,0,0,0,0,4388,2
21,10.1,0,0,0,394455,0,0,0,0,0,0,0,412504,0,0,0,0,6909,2
22,10.2,0,0,0,398841,0,0,0,0,0,0,0,418357,0,0,0,0,16391,2
23,10.3,0,0,0,406388,0,0,0,0,0,0,0,426585,0,0,0,0,31397,2
24,10.4,0,0,0,414978,0,0,0,0,0,0,0,434900,0,0,0,0,48196,2
25,10.5,0,0,0,422013,0,0,0,0,0,0,0,442636,0,0,0,0,64882,2
26,10.6,0,0,0,430053,0,0,0,0,0,0,0,453041,0,0,0,0,80651,2
27,10.7,0,0,0,435653,0,0,0,0,0,0,0,456797,0,0,0,0,92748,2
28,10.8,0,0,0,439599,0,0,0,0,0,0,0,461558,0,0,0,0,101423,2
29,10.9,0,0,0,442685,0,0,0,0,0,0,0,463493,0,0,0,0,107368,2
30,11.0,0,0,0,445178,0,0,0,0,0,0,0,467280,0,0,0,0,111433,2
31,11.1,0,0,0,446070,0,0,0,0,0,0,0,469224,0,0,0,0,113514,2
32,11.2,0,0,0,446882,0,0,0,0,0,0,0,468808,0,0,0,0,114538,2
33,11.3,0,0,0,446662,0,0,0,0,0,0,0,467837,0,0,0,0,114167,2
34,11.4,0,0,0,447048,0,0,0,0,0,0,0,467841,0,0,0,0,114373,2
35,11.5,0,0,0,447611,0,0,0,0,0,0,0,467925,0,0,0,0,114477,2
36,11.6,0,0,0,444648,0,0,0,0,0,0,0,466799,0,0,0,0,113741,2
37,11.7,0,0,0,445736,0,0,0,0,0,0,0,466191,0,0,0,0,113755,2
38,11.8,0,0,0,446513,0,0,0,0,0,0,0,465580,0,0,0,0,113858,2
39,11.9,0,0,0,446702,0,0,0,0,0,0,0,467600,0,0,0,0,114417,2
