Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,111047,17615,108776,15882,219823,33497
1,D,83138,46204,60941,52753,144079,98957
2,R,103962,25860,109443,18055,213405,43915
3,V,17499,112038,21170,81017,38669,193055
4,A,44957,84318,66019,48701,110976,133019
5,L,25163,105146,17832,85927,42995,191073
