,Measurement Basis,TT,TR,RT,RR
0,H,142761,1029,172214,1531
1,D,70957,75476,81772,71692
2,R,69474,78663,76475,77352
3,V,638,148410,1217,133482
4,A,71973,74780,83146,71202
5,L,73972,72394,86687,69191
