,Measurement Basis,TT,TR,RT,RR
0,H,245,113462,570,94662
1,D,48517,58499,67166,47713
2,R,50488,55246,69912,45378
3,V,97623,464,128440,1168
4,A,49788,56000,66144,48468
5,L,47675,58127,65050,48845
