,Measurement Basis,TT,TR,RT,RR
0,H,36821,39752,40997,33922
1,D,25459,53145,13896,55571
2,R,68743,2318,74577,10641
3,V,34087,43205,44776,32405
4,A,44694,30091,73902,10584
5,L,1751,80264,13021,55276
