,Measurement Basis,TT,TR,RT,RR
0,H,97676,47518,123800,40580
1,D,119973,25495,110308,51032
2,R,119352,26274,161883,11163
3,V,46725,101118,60165,90008
4,A,23654,123038,66081,86297
5,L,25490,122419,13244,127889
