Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,97676,47518,123800,40580,221476,88098
1,D,119973,25495,110308,51032,230281,76527
2,R,119352,26274,161883,11163,281235,37437
3,V,46725,101118,60165,90008,106890,191126
4,A,23654,123038,66081,86297,89735,209335
5,L,25490,122419,13244,127889,38734,250308
