Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,91525,35644,90915,29923,182440,65567
1,D,105262,21793,84556,35616,189818,57409
2,R,102096,26492,121522,9497,223618,35989
3,V,35884,92494,42903,66460,78787,158954
4,A,21370,106903,44994,65669,66364,172572
5,L,25624,102866,8807,93374,34431,196240
