,Measurement Basis,TT,TR,RT,RR
0,H,65161,11557,75792,9437
1,D,58935,17787,71910,11736
2,R,26388,56627,42280,33987
3,V,10009,75426,15007,53208
4,A,14839,69909,12969,56386
5,L,48872,31659,42235,34579
