,Measurement Basis,TT,TR,RT,RR
0,H,70923,27998,98800,25118
1,D,67903,32949,63274,52594
2,R,83916,15113,118120,10949
3,V,23746,85269,33119,75729
4,A,26888,81778,63257,52787
5,L,12149,99870,9305,95612
