Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,70923,27998,98800,25118,169723,53116
1,D,67903,32949,63274,52594,131177,85543
2,R,83916,15113,118120,10949,202036,26062
3,V,23746,85269,33119,75729,56865,160998
4,A,26888,81778,63257,52787,90145,134565
5,L,12149,99870,9305,95612,21454,195482
