,position,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,TT,read_time
0,6.94,0,0,0,83156,0,0,0,0,0,0,0,84254,0,0,0,0,17545,2
1,7.54,0,0,0,84141,0,0,0,0,0,0,0,84581,0,0,0,0,17692,2
2,8.14,0,0,0,83830,0,0,0,0,0,0,0,84444,0,0,0,0,17489,2
3,8.74,0,0,0,84159,0,0,0,0,0,0,0,84234,0,0,0,0,17860,2
4,9.34,0,0,0,82328,0,0,0,0,0,0,0,82211,0,0,0,0,13733,2
5,9.74,0,0,0,76496,0,0,0,0,0,0,0,76851,0,0,0,0,2520,2
6,9.79,0,0,0,76825,0,0,0,0,0,0,0,76019,0,0,0,0,1535,2
7,9.84,0,0,0,76282,0,0,0,0,0,0,0,75712,0,0,0,0,715,2
8,9.89,0,0,0,75665,0,0,0,0,0,0,0,75822,0,0,0,0,302,2
9,9.94,0,0,0,76018,0,0,0,0,0,0,0,75780,0,0,0,0,227,2
10,9.99,0,0,0,76047,0,0,0,0,0,0,0,75629,0,0,0,0,517,2
11,10.04,0,0,0,75990,0,0,0,0,0,0,0,76279,0,0,0,0,1082,2
12,10.09,0,0,0,77028,0,0,0,0,0,0,0,76270,0,0,0,0,1949,2
13,10.14,0,0,0,77375,0,0,0,0,0,0,0,76787,0,0,0,0,3010,2
14,10.54,0,0,0,82893,0,0,0,0,0,0,0,81883,0,0,0,0,13858,2
15,11.14,0,0,0,84849,0,0,0,0,0,0,0,83589,0,0,0,0,17610,2
16,11.74,0,0,0,84845,0,0,0,0,0,0,0,83602,0,0,0,0,17686,2
17,12.34,0,0,0,85450,0,0,0,0,0,0,0,84263,0,0,0,0,17956,2
18,12.94,0,0,0,85320,0,0,0,0,0,0,0,82918,0,0,0,0,17685,2
