,position,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,TT,read_time
0,7.95,0,0,0,382560,0,0,0,0,0,0,0,400921,0,0,0,0,81395,2
1,8.35,0,0,0,385025,0,0,0,0,0,0,0,400550,0,0,0,0,81474,2
2,8.75,0,0,0,385150,0,0,0,0,0,0,0,402482,0,0,0,0,82812,2
3,9.15,0,0,0,383397,0,0,0,0,0,0,0,396746,0,0,0,0,76214,2
4,9.55,0,0,0,363409,0,0,0,0,0,0,0,377332,0,0,0,0,38421,2
5,9.75,0,0,0,351698,0,0,0,0,0,0,0,362171,0,0,0,0,12318,2
6,9.8,0,0,0,349925,0,0,0,0,0,0,0,361401,0,0,0,0,7568,2
7,9.85,0,0,0,350124,0,0,0,0,0,0,0,360026,0,0,0,0,4084,2
8,9.9,0,0,0,347245,0,0,0,0,0,0,0,359421,0,0,0,0,2073,2
9,9.95,0,0,0,348331,0,0,0,0,0,0,0,358771,0,0,0,0,1530,2
10,10.0,0,0,0,348282,0,0,0,0,0,0,0,359227,0,0,0,0,2666,2
11,10.05,0,0,0,348423,0,0,0,0,0,0,0,361090,0,0,0,0,5396,2
12,10.1,0,0,0,350658,0,0,0,0,0,0,0,362982,0,0,0,0,9452,2
13,10.15,0,0,0,353149,0,0,0,0,0,0,0,365936,0,0,0,0,14429,2
14,10.35,0,0,0,366247,0,0,0,0,0,0,0,379168,0,0,0,0,41194,2
15,10.75,0,0,0,384882,0,0,0,0,0,0,0,397488,0,0,0,0,76547,2
16,11.15,0,0,0,387172,0,0,0,0,0,0,0,400225,0,0,0,0,81932,2
17,11.55,0,0,0,388397,0,0,0,0,0,0,0,399479,0,0,0,0,82057,2
18,11.95,0,0,0,387952,0,0,0,0,0,0,0,398926,0,0,0,0,81823,2
