,position,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,TT,read_time
0,6.94,0,0,0,85308,0,0,0,0,0,0,0,83029,0,0,0,0,17629,2
1,7.54,0,0,0,85760,0,0,0,0,0,0,0,82545,0,0,0,0,17716,2
2,8.14,0,0,0,85522,0,0,0,0,0,0,0,82772,0,0,0,0,17645,2
3,8.74,0,0,0,85505,0,0,0,0,0,0,0,81650,0,0,0,0,17702,2
4,9.34,0,0,0,83679,0,0,0,0,0,0,0,80232,0,0,0,0,13698,2
5,9.74,0,0,0,78458,0,0,0,0,0,0,0,75261,0,0,0,0,2689,2
6,9.79,0,0,0,77877,0,0,0,0,0,0,0,74027,0,0,0,0,1611,2
7,9.84,0,0,0,76951,0,0,0,0,0,0,0,74516,0,0,0,0,818,2
8,9.89,0,0,0,77149,0,0,0,0,0,0,0,73851,0,0,0,0,365,2
9,9.94,0,0,0,77394,0,0,0,0,0,0,0,74118,0,0,0,0,254,2
10,9.99,0,0,0,77196,0,0,0,0,0,0,0,74186,0,0,0,0,492,2
11,10.04,0,0,0,77506,0,0,0,0,0,0,0,74505,0,0,0,0,1054,2
12,10.09,0,0,0,77588,0,0,0,0,0,0,0,75467,0,0,0,0,2040,2
13,10.14,0,0,0,78235,0,0,0,0,0,0,0,75153,0,0,0,0,3109,2
14,10.54,0,0,0,84310,0,0,0,0,0,0,0,80159,0,0,0,0,13859,2
15,11.14,0,0,0,85836,0,0,0,0,0,0,0,81428,0,0,0,0,17557,2
16,11.74,0,0,0,86981,0,0,0,0,0,0,0,81669,0,0,0,0,17779,2
17,12.34,0,0,0,87430,0,0,0,0,0,0,0,81883,0,0,0,0,17948,2
18,12.94,0,0,0,87151,0,0,0,0,0,0,0,82170,0,0,0,0,17806,2
