,position,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,TT,read_time
0,7.95,0,0,0,89435,0,0,0,0,0,0,0,90039,0,0,0,0,20596,2
1,8.35,0,0,0,89225,0,0,0,0,0,0,0,89922,0,0,0,0,20614,2
2,8.75,0,0,0,89729,0,0,0,0,0,0,0,89831,0,0,0,0,20677,2
3,9.15,0,0,0,88590,0,0,0,0,0,0,0,88723,0,0,0,0,19192,2
4,9.55,0,0,0,84484,0,0,0,0,0,0,0,84164,0,0,0,0,9811,2
5,9.75,0,0,0,81524,0,0,0,0,0,0,0,80572,0,0,0,0,3096,2
6,9.8,0,0,0,80077,0,0,0,0,0,0,0,79903,0,0,0,0,1900,2
7,9.85,0,0,0,79682,0,0,0,0,0,0,0,79161,0,0,0,0,973,2
8,9.9,0,0,0,79550,0,0,0,0,0,0,0,79201,0,0,0,0,490,2
9,9.95,0,0,0,79484,0,0,0,0,0,0,0,79389,0,0,0,0,384,2
10,10.0,0,0,0,79823,0,0,0,0,0,0,0,79331,0,0,0,0,654,2
11,10.05,0,0,0,79866,0,0,0,0,0,0,0,79747,0,0,0,0,1332,2
12,10.1,0,0,0,80893,0,0,0,0,0,0,0,80098,0,0,0,0,2375,2
13,10.15,0,0,0,81308,0,0,0,0,0,0,0,81025,0,0,0,0,3492,2
14,10.35,0,0,0,85340,0,0,0,0,0,0,0,83898,0,0,0,0,10280,2
15,10.75,0,0,0,89308,0,0,0,0,0,0,0,88621,0,0,0,0,19243,2
16,11.15,0,0,0,89979,0,0,0,0,0,0,0,88624,0,0,0,0,20503,2
17,11.55,0,0,0,90632,0,0,0,0,0,0,0,89054,0,0,0,0,20805,2
18,11.95,0,0,0,90339,0,0,0,0,0,0,0,88899,0,0,0,0,20395,2
