,position,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,TT,read_time
0,7.95,0,0,0,424797,0,0,0,0,0,0,0,434309,0,0,0,0,98251,2
1,8.35,0,0,0,425345,0,0,0,0,0,0,0,436294,0,0,0,0,99214,2
2,8.75,0,0,0,427432,0,0,0,0,0,0,0,433715,0,0,0,0,99614,2
3,9.15,0,0,0,422756,0,0,0,0,0,0,0,431055,0,0,0,0,92267,2
4,9.55,0,0,0,402071,0,0,0,0,0,0,0,408063,0,0,0,0,48351,2
5,9.75,0,0,0,387618,0,0,0,0,0,0,0,391902,0,0,0,0,16676,2
6,9.8,0,0,0,385584,0,0,0,0,0,0,0,389227,0,0,0,0,11044,2
7,9.85,0,0,0,382893,0,0,0,0,0,0,0,386629,0,0,0,0,6195,2
8,9.9,0,0,0,382614,0,0,0,0,0,0,0,384771,0,0,0,0,3463,2
9,9.95,0,0,0,380598,0,0,0,0,0,0,0,385562,0,0,0,0,2456,2
10,10.0,0,0,0,382089,0,0,0,0,0,0,0,385006,0,0,0,0,3431,2
11,10.05,0,0,0,384423,0,0,0,0,0,0,0,386250,0,0,0,0,6497,2
12,10.1,0,0,0,385818,0,0,0,0,0,0,0,388963,0,0,0,0,11119,2
13,10.15,0,0,0,389077,0,0,0,0,0,0,0,390796,0,0,0,0,16659,2
14,10.35,0,0,0,403296,0,0,0,0,0,0,0,407361,0,0,0,0,48495,2
15,10.75,0,0,0,425130,0,0,0,0,0,0,0,427739,0,0,0,0,91041,2
16,11.15,0,0,0,430589,0,0,0,0,0,0,0,433384,0,0,0,0,98385,2
17,11.55,0,0,0,429986,0,0,0,0,0,0,0,431427,0,0,0,0,98556,2
18,11.95,0,0,0,431177,0,0,0,0,0,0,0,432708,0,0,0,0,98760,2
