,position,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,TT,read_time
0,7.95,0,0,0,82394,0,0,0,0,0,0,0,85418,0,0,0,0,17864,2
1,8.35,0,0,0,82592,0,0,0,0,0,0,0,85688,0,0,0,0,18093,2
2,8.75,0,0,0,82877,0,0,0,0,0,0,0,85418,0,0,0,0,17987,2
3,9.15,0,0,0,82883,0,0,0,0,0,0,0,84523,0,0,0,0,16868,2
4,9.55,0,0,0,77916,0,0,0,0,0,0,0,80517,0,0,0,0,8235,2
5,9.75,0,0,0,75728,0,0,0,0,0,0,0,77444,0,0,0,0,2610,2
6,9.8,0,0,0,75015,0,0,0,0,0,0,0,76888,0,0,0,0,1570,2
7,9.85,0,0,0,74849,0,0,0,0,0,0,0,76319,0,0,0,0,830,2
8,9.9,0,0,0,75146,0,0,0,0,0,0,0,76640,0,0,0,0,444,2
9,9.95,0,0,0,74456,0,0,0,0,0,0,0,76280,0,0,0,0,316,2
10,10.0,0,0,0,74710,0,0,0,0,0,0,0,76621,0,0,0,0,609,2
11,10.05,0,0,0,74734,0,0,0,0,0,0,0,76683,0,0,0,0,1249,2
12,10.1,0,0,0,75362,0,0,0,0,0,0,0,77345,0,0,0,0,2084,2
13,10.15,0,0,0,76163,0,0,0,0,0,0,0,77882,0,0,0,0,3117,2
14,10.35,0,0,0,78953,0,0,0,0,0,0,0,80829,0,0,0,0,9155,2
15,10.75,0,0,0,82803,0,0,0,0,0,0,0,84695,0,0,0,0,16692,2
16,11.15,0,0,0,83508,0,0,0,0,0,0,0,84393,0,0,0,0,17701,2
17,11.55,0,0,0,83314,0,0,0,0,0,0,0,85104,0,0,0,0,18009,2
18,11.95,0,0,0,84173,0,0,0,0,0,0,0,85047,0,0,0,0,17948,2
