,position,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,TT,read_time
0,6.94,0,0,0,84947,0,0,0,0,0,0,0,82406,0,0,0,0,17507,2
1,7.54,0,0,0,85846,0,0,0,0,0,0,0,82991,0,0,0,0,17882,2
2,8.14,0,0,0,86278,0,0,0,0,0,0,0,82553,0,0,0,0,17888,2
3,8.74,0,0,0,86538,0,0,0,0,0,0,0,82477,0,0,0,0,17845,2
4,9.34,0,0,0,83813,0,0,0,0,0,0,0,80602,0,0,0,0,13681,2
5,9.74,0,0,0,77934,0,0,0,0,0,0,0,75291,0,0,0,0,2481,2
6,9.79,0,0,0,77826,0,0,0,0,0,0,0,74908,0,0,0,0,1506,2
7,9.84,0,0,0,77316,0,0,0,0,0,0,0,74236,0,0,0,0,773,2
8,9.89,0,0,0,76973,0,0,0,0,0,0,0,74117,0,0,0,0,306,2
9,9.94,0,0,0,77329,0,0,0,0,0,0,0,73586,0,0,0,0,261,2
10,9.99,0,0,0,77491,0,0,0,0,0,0,0,74134,0,0,0,0,531,2
11,10.04,0,0,0,77182,0,0,0,0,0,0,0,74266,0,0,0,0,1078,2
12,10.09,0,0,0,78065,0,0,0,0,0,0,0,75127,0,0,0,0,2037,2
13,10.14,0,0,0,78990,0,0,0,0,0,0,0,75327,0,0,0,0,2997,2
14,10.54,0,0,0,84322,0,0,0,0,0,0,0,80405,0,0,0,0,13907,2
15,11.14,0,0,0,86993,0,0,0,0,0,0,0,82045,0,0,0,0,17847,2
16,11.74,0,0,0,86594,0,0,0,0,0,0,0,81820,0,0,0,0,17816,2
17,12.34,0,0,0,86472,0,0,0,0,0,0,0,81099,0,0,0,0,17563,2
18,12.94,0,0,0,86477,0,0,0,0,0,0,0,81538,0,0,0,0,17735,2
