Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,5058,71750,5301,60016,10359,131766
1,D,19064,56092,25560,46924,44624,103016
2,R,42887,28646,49671,30756,92558,59402
3,V,61536,6167,81007,6050,142543,12217
4,A,47568,21688,65584,17303,113152,38991
5,L,24372,49430,43547,33310,67919,82740
