Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,68547,57073,69461,47100,138008,104173
1,D,122748,4033,112957,16616,235705,20649
2,R,83052,44051,115123,15467,198175,59518
3,V,57063,68377,69554,48303,126617,116680
4,A,3422,122595,20924,86054,24346,208649
5,L,43198,81909,18999,85572,62197,167481
