,Measurement Basis,TT,TR,RT,RR
0,H,46271,39569,47811,33035
1,D,81449,5582,90342,1080
2,R,24519,59355,46598,34079
3,V,41311,45120,49156,31916
4,A,5318,78006,721,68642
5,L,61615,23714,44482,35699
