Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,83942,17029,116977,15391,200919,32420
1,D,66882,39040,65308,55615,132190,94655
2,R,78913,24187,110533,21171,189446,45358
3,V,14539,100857,19812,89771,34351,190628
4,A,31828,80596,66197,55955,98025,136551
5,L,19329,94792,20619,91862,39948,186654
