detector_a_name,detector_b_name,detector_a_time_tag,detector_b_time_tag,timestamp,tomography_setting_t,tomography_setting_r,data_dir
9,12,2554326978196279296,2554326978196279296,2025-06-18--18h-10m-04s,H,H,2025-06-18--18h-09m-37s
9,12,2554326978213065728,2554326978213065728,2025-06-18--18h-10m-04s,H,H,2025-06-18--18h-09m-37s
1,12,2554326978213661184,2554326978213661184,2025-06-18--18h-10m-04s,H,H,2025-06-18--18h-09m-37s
1,12,2554326978217619456,2554326978217619456,2025-06-18--18h-10m-04s,H,H,2025-06-18--18h-09m-37s
1,4,2554326978218841088,2554326978218841088,2025-06-18--18h-10m-04s,H,H,2025-06-18--18h-09m-37s
1,4,2554326978221348864,2554326978221348864,2025-06-18--18h-10m-04s,H,H,2025-06-18--18h-09m-37s
1,12,2554326978228737536,2554326978228737536,2025-06-18--18h-10m-04s,H,H,2025-06-18--18h-09m-37s
4,9,2554326978237033472,2554326978237033472,2025-06-18--18h-10m-04s,H,H,2025-06-18--18h-09m-37s
1,12,2554326978252729856,2554326978252729856,2025-06-18--18h-10m-04s,H,H,2025-06-18--18h-09m-37s
4,9,2554326978265010176,2554326978265010176,2025-06-18--18h-10m-04s,H,H,2025-06-18--18h-09m-37s
1,9,2554326978271669248,2554326978271669248,2025-06-18--18h-10m-04s,H,H,2025-06-18--18h-09m-37s
1,4,2554326978274095616,2554326978274095616,2025-06-18--18h-10m-04s,H,H,2025-06-18--18h-09m-37s
1,4,2554326978276276736,2554326978276276736,2025-06-18--18h-10m-04s,H,H,2025-06-18--18h-09m-37s
1,4,2554326978283870208,2554326978283870208,2025-06-18--18h-10m-04s,H,H,2025-06-18--18h-09m-37s
1,4,2554326978286233088,2554326978286233088,2025-06-18--18h-10m-04s,H,H,2025-06-18--18h-09m-37s
9,12,2554326978289258496,2554326978289258496,2025-06-18--18h-10m-04s,H,H,2025-06-18--18h-09m-37s
4,9,2554326978294898688,2554326978294898688,2025-06-18--18h-10m-04s,H,H,2025-06-18--18h-09m-37s
4,9,2554326978310742016,2554326978310742016,2025-06-18--18h-10m-04s,H,H,2025-06-18--18h-09m-37s
1,12,2554326978312196608,2554326978312196608,2025-06-18--18h-10m-04s,H,H,2025-06-18--18h-09m-37s
9,12,2554326978313976320,2554326978313976320,2025-06-18--18h-10m-04s,H,H,2025-06-18--18h-09m-37s
9,12,2554326978325034496,2554326978325034496,2025-06-18--18h-10m-04s,H,H,2025-06-18--18h-09m-37s
1,12,2554326978327187456,2554326978327187456,2025-06-18--18h-10m-04s,H,H,2025-06-18--18h-09m-37s
1,4,2554326978332694528,2554326978332694528,2025-06-18--18h-10m-04s,H,H,2025-06-18--18h-09m-37s
9,12,2554326978335839232,2554326978335839232,2025-06-18--18h-10m-04s,H,H,2025-06-18--18h-09m-37s
4,12,2554326978344535552,2554326978344535552,2025-06-18--18h-10m-04s,H,H,2025-06-18--18h-09m-37s
4,12,2554326978353043968,2554326978353043968,2025-06-18--18h-10m-04s,H,H,2025-06-18--18h-09m-37s
1,9,2554326978356936192,2554326978356936192,2025-06-18--18h-10m-04s,H,H,2025-06-18--18h-09m-37s
4,9,2554326978388186112,2554326978388186112,2025-06-18--18h-10m-04s,H,H,2025-06-18--18h-09m-37s
1,9,2554326978389361664,2554326978389361664,2025-06-18--18h-10m-04s,H,H,2025-06-18--18h-09m-37s
1,4,2554326978395468288,2554326978395468288,2025-06-18--18h-10m-04s,H,H,2025-06-18--18h-09m-37s
