data_dir,C,SB,DB_V,DB_H,N
2025-06-18--18h-18m-20s,50.0,32.0,15.0,23.0,120.0
2025-06-18--18h-18m-20s,55.0,30.0,17.0,18.0,120.0
2025-06-18--18h-18m-20s,63.0,24.0,18.0,15.0,120.0
2025-06-18--18h-18m-20s,58.0,31.0,9.0,22.0,120.0
2025-06-18--18h-18m-20s,55.0,34.0,20.0,11.0,120.0
2025-06-18--18h-18m-20s,62.0,30.0,13.0,15.0,120.0
2025-06-18--18h-18m-20s,63.0,28.0,15.0,14.0,120.0
2025-06-18--18h-18m-20s,56.0,31.0,16.0,17.0,120.0
2025-06-18--18h-18m-20s,64.0,21.0,20.0,15.0,120.0
2025-06-18--18h-18m-20s,68.0,27.0,10.0,15.0,120.0
2025-06-18--18h-18m-20s,51.0,37.0,20.0,12.0,120.0
2025-06-18--18h-18m-20s,63.0,32.0,14.0,11.0,120.0
2025-06-18--18h-18m-20s,72.0,21.0,13.0,14.0,120.0
2025-06-18--18h-18m-20s,58.0,30.0,15.0,17.0,120.0
2025-06-18--18h-18m-20s,57.0,36.0,12.0,15.0,120.0
2025-06-18--18h-18m-20s,70.0,26.0,8.0,16.0,120.0
2025-06-18--18h-18m-20s,70.0,24.0,10.0,16.0,120.0
2025-06-18--18h-18m-20s,54.0,32.0,14.0,20.0,120.0
2025-06-18--18h-18m-20s,55.0,36.0,18.0,11.0,120.0
2025-06-18--18h-18m-20s,64.0,24.0,8.0,24.0,120.0
2025-06-18--18h-18m-20s,64.0,29.0,13.0,14.0,120.0
2025-06-18--18h-18m-20s,66.0,31.0,9.0,14.0,120.0
2025-06-18--18h-18m-20s,62.0,34.0,10.0,14.0,120.0
2025-06-18--18h-18m-20s,71.0,24.0,13.0,12.0,120.0
2025-06-18--18h-18m-20s,63.0,23.0,13.0,21.0,120.0
2025-06-18--18h-18m-20s,65.0,30.0,11.0,14.0,120.0
2025-06-18--18h-18m-20s,60.0,35.0,8.0,17.0,120.0
2025-06-18--18h-18m-20s,66.0,32.0,12.0,10.0,120.0
2025-06-18--18h-18m-20s,64.0,26.0,10.0,20.0,120.0
2025-06-18--18h-18m-20s,57.0,39.0,8.0,16.0,120.0
2025-06-18--18h-18m-20s,58.0,29.0,14.0,19.0,120.0
2025-06-18--18h-18m-20s,56.0,26.0,16.0,22.0,120.0
2025-06-18--18h-18m-20s,56.0,24.0,17.0,23.0,120.0
2025-06-18--18h-18m-20s,61.0,35.0,10.0,14.0,120.0
2025-06-18--18h-18m-20s,69.0,20.0,10.0,21.0,120.0
2025-06-18--18h-18m-20s,58.0,37.0,13.0,12.0,120.0
2025-06-18--18h-18m-20s,50.0,33.0,20.0,17.0,120.0
2025-06-18--18h-18m-20s,52.0,30.0,18.0,20.0,120.0
2025-06-18--18h-18m-20s,61.0,32.0,10.0,17.0,120.0
2025-06-18--18h-18m-20s,64.0,25.0,15.0,16.0,120.0
2025-06-18--18h-18m-20s,57.0,31.0,14.0,18.0,120.0
2025-06-18--18h-18m-20s,64.0,24.0,12.0,20.0,120.0
2025-06-18--18h-18m-20s,65.0,28.0,14.0,13.0,120.0
2025-06-18--18h-18m-20s,60.0,30.0,17.0,13.0,120.0
2025-06-18--18h-18m-20s,60.0,34.0,11.0,15.0,120.0
2025-06-18--18h-18m-20s,61.0,22.0,17.0,20.0,120.0
2025-06-18--18h-18m-20s,52.0,41.0,12.0,15.0,120.0
2025-06-18--18h-18m-20s,53.0,29.0,19.0,19.0,120.0
2025-06-18--18h-18m-20s,63.0,26.0,16.0,15.0,120.0
2025-06-18--18h-18m-20s,62.0,35.0,13.0,10.0,120.0
2025-06-18--18h-18m-20s,54.0,32.0,13.0,21.0,120.0
2025-06-18--18h-18m-20s,63.0,34.0,14.0,9.0,120.0
2025-06-18--18h-18m-20s,63.0,36.0,12.0,9.0,120.0
2025-06-18--18h-18m-20s,52.0,31.0,17.0,20.0,120.0
2025-06-18--18h-18m-20s,47.0,37.0,15.0,21.0,120.0
2025-06-18--18h-18m-20s,59.0,34.0,16.0,11.0,120.0
2025-06-18--18h-18m-20s,63.0,21.0,18.0,18.0,120.0
2025-06-18--18h-18m-20s,67.0,26.0,13.0,14.0,120.0
2025-06-18--18h-18m-20s,65.0,28.0,10.0,17.0,120.0
2025-06-18--18h-18m-20s,55.0,35.0,17.0,13.0,120.0
